text,label
"Take it easy--if you want, there's cookies on the counter, or, or--sangria! I can make sangria!",1
"No-no, sorry. Cookies are good, thanks.",0
Oh.,0
"Oh no, I-I'm sorry, I guess we lost track of everybody after high school.",0
"Oh, okay. Well, so tell me everything about my parents. Everything.",6
"Ohh, well. Y'know we were always together, in fact the had a nickname for the three of us.",0
"Oh, what? What was it?",0
"Yeah, no, it was great.",1
"So, you still don't think I'm boyfriend material?",0
Huh?,0
I saw you checking me out during the game last night.,0
You didn't even take off your pants.,0
"Yeah, well, lucky for you.",3
What?,0
I don't know.,0
Shhh! Shhhh! Joey's asleep.,2
"Well I assume the ah, happy couple isn't up yet. Did you guys hear them last night?",0
"Oh, yeah, I don't know what they were doing, but at one point sea turtles actually came up to the house.",0
Good morning.,1
Hey.,0
Hey! How did everybody sleep?,1
"Oh, great.",1
Like a log.,1
Us too.,1
I'm going for a walk.,0
Good morning. Nice breasts by the way.,1
"Hey, what happened to you?",0
"Oh, ah nothin'. I just felt like hangin' out here and reading.",4
"Oh, the water was sooo great! We jumped off this pier and my suit came off.",1
"Ohhhh, sorry I missed that.",6
"Yeah, Joey and Chandler sure are funny.",1
Ohh-ha-ha!,1
I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.,1
"Y'know, I gotta tell ya, I just loved your look when you were bald.",5
Really?!,1
Ohh!,1
Because I think about shaving it all off again sometime.,1
Really?!,1
Yeah!,1
I mean you definitely should do that.,5
"Y'know what, I should do it.",1
Yeah!,1
"Yeah, thank you Rachel, you are soo cool.",1
All right.,1
"What's the matter, Pheebs?",0
What?!,2
"Aww Pheebs, that sucks!",6
Where ya going?,2
"Well, are any of those people here?!",2
"Oh, no!! No, no!",2
"Hey, everybody!",4
Wow!!,2
Wh-haa-haa! Look what 'cha did!,1
You wanna touch it?,4
"Nooo, but it, but it's great.",4
"Come on, touch it!",4
Then don't break in!!,3
I'm sorry.,6
What are you doing here?!,5
What?!,5
My Father is Chuck Magioni?,4
Oh.,6
Heh?,2
"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",0
"I'm telling ya, you guys are totally getting back together!",1
"That's not true! Her, she doesn't even know what she wants! Rachel's still mad about the whole thing.",3
"Okay, then you gotta back away, all right? You don't need that kind've hurt. Take it from a guy who's never had a long term relationship......",5
"I know, but ahhhhhh!! I really wanna go up there and finish that kiss!",1
Hey!,1
Ahhhh!,0
"You guys, the water's great. You should really go in.",1
"Oh, ahh, no thanks, I just had an M&M.",4
"Okay, well g'night.",1
Good night.,0
Don't be too long.,1
Okey-dokey!,1
"So let me get this straight. If you go with Bonnie tonight, you're doing the smart, healthy thing and moving on.",2
Yeah.,1
"Right, and you go with Rachel, Bonnie's free tonight?",0
Hey!! We are so in luck! Treeger said that we could have all this cool stuff from the basement. Wait right there.,1
"Oh no-no-no, I'm, I'm paddling away!",0
Huh?!,1
Wow! Really?! We get all this rusty crap for free?!,1
"Uh-huh. This and a bunch of bubble wrap. And, some of it is not even popped!",1
Could we be more white trash?,0
How desperate am I?,1
"Oh! Good thing Chandler's not here, he always wins at this game.",4
I just told my Mom I'd cater a party for her.,5
How come?,0
"Come on, I think this is a good thing. I don't think Mom would've hired you if she didn't think you were good at what you do.",1
You don't have to stick up for her. She can't here you.,4
"Hey! Umm, do you guys have any juice?",1
Just pickle.,1
"Hey uh, Rach, funny story. I ah, bumped into Joanna on the street yesterday.",2
"My boss, Joanna? Wow, that must've been awkward.",4
"Well, no, actually she uh, asked me if I wanted to get a drink.",4
No. No!,1
"Hello, Rachel.",1
"Well, not at first.",2
What is she doing here?,3
"I don't understand! Last time you went out with her you said she was a 'big, dull dud.'",3
"Well, I think I judged her too quickly, and this time we were able to take the relationship to the next level.",2
"Well, last time I almost got fired. You must end it, you must end it now!",3
"Oh, come on! It's not like this is an everyday occurrence for me! I mean usually I'm pretty much just in there by myself.",2
"Chandler!! Promise me, you will end it.",3
"Okay, I promise, I'll end it.",2
Thank you.,4
"I hope you know what I'm giving up for ya, because she's not just the boss in your office, if you know what I mean.",1
"Yeah-eh-eah! Oh-oh, sorry, I-I knew what he meant.",6
How's the hired help?,0
"Doing great, the quiches are coming along.",1
What's this? Blue nail polish?,0
"Yeah, I thought it was cute.",1
"Ahh, that's what your Grandmother's hands looked like when we found her.",5
Let me ask you a question.,2
Hmm.,3
Why did you hire me?,1
Oh my God! Did you hear that? She hired me because she thinks I'm good.,1
"Okay, I didn't hear that.",2
"Oh yeah, she didn't hire me out of pity, it wasn't so she could pick on me in front of her friends, she actually thinks I'm good.",1
"Wow! And hey, it's cool if you're a lesbian!",1
"Good afternoon, are you the decision maker of the house?",0
Uhhhh.,0
"Do you ah, currently own a set of encyclopedias?",5
"No! No. But ah, try the classifieds, people sell everything in there.",4
"Actually, I'm not buying. I'm selling. Let me ask you one question. Do your friends ever have a conversation and you just nod along even though you're not really sure what they're talking about?",6
...I'm telling you it's totally unconstituional.,3
"Oh yeah, I totally agree.",1
...I think he deserves a Nobel Prize.,1
Nooo!!,1
...it was like the Algonquin kids table.,1
"Excuse me, I'm sorry, you haven't said anything for about two and a half minutes, are you at all interested?",1
Yeah-well-yeah! Yeah-oh-yeah. Come on in.,1
"So, here's somebody interesting, Joey. What do you know about Van Gogh?",0
He cut off his ear.,0
And?,0
I'm out.,0
He painted that.,4
Wow! That's pretty nice. I thought he cut off his ear 'cause he sucked. What else you got in there?,1
"Let's see, ahhh... Where does the Pope live?",0
"Actually its, Vatican City. Now ahh, what do you know about vulcanised rubber?",0
Spock's birth control.,1
You need these books.,6
Hey!,0
Hi.,0
This used to be your room? Wow! You must've been in really good shape as a kid.,1
"Ohh, I'm such an idiot. I can't believe I actually thought she could change.",5
"Well, who cares what your Mom thinks? So you pulled a Monica.",1
"Oh good, I'm glad that's catching on.",5
"No but, why does that have to be a bad thing. Just change what it means. Y'know? Go down there and prove your Mother wrong. Finish the job you were hired to do, and we'll call that pulling a Monica.",0
What?,6
"All right, I'll go down there. But, I'm not gonna serve the lasagna. I'm gonna serve something I make.",5
Wow! My breasts are really strong.,5
"Hey, look, you're in trouble either way! Okay? If she comes back and sees me locked to this instead of the chair, she's gonna know you were in here. So you might as well just let me go.",4
What if I clean your bathroom for a month?,2
It still wouldn't be clean. All I want is my freedom.,3
Foot rubs for a month!,2
Freedom!,1
"Freedom! I want my freedom! Why won't you here me?! Sophie, help me! Help me!!",1
Sophie sit!!,5
"No! God, would you just calm down!",2
I'm gonna say this for the last time. Would you please just...,4
Wow! There's a lot I didn't know about vomit. In a minute.,2
"So, what do you say, Joey? You get the whole set of encyclopedias for twelve hundred dollars, which works out to just 50 bucks a book!",4
"Twelve hundred dollars? You think I have $1200? I'm home in the middle of the day, and I got patio furniture in my living room. I guess there's a few things you don't get from book learnin'.",0
"Well ah, what can you swing?",2
"How about zero down and zero a month for a long, long time?",2
"You don't have, anything?",2
"You wanna see what I got? Okay? I've got a baby Tootsie Roll, a movie stub, keys, a Kleenex, a rock, and an army man. Hey!",6
"Okay, I-I get the picture. Uh, thanks, for your time.",6
"And a 50. Huh, these must be Chandler's pants.",6
"For 50 bucks, you can get one book! What will it be? A? B? C?",2
"Oh, I-I think I'm gonna stick with the V, I wanna see how this bad boy turns out.",4
"I ah, will buy and wrap all of your Christmas gifts.",1
No!,0
I ah... Oh! I'll squeeze you fresh orange juice every morning!,1
With extra pulp?,1
Yeah!!,1
No!,0
D'oh!! I've got it!,1
You don't have it.,4
How do Monica and Phoebe know?,3
"Oh, I called them. And when they ask me what I saw, I can be very generous or very stingy.",5
Go on.,4
I can make you a legend. I can make you this generation's Milton Berle.,5
And Milton Berle has a...,5
"Ohh, not compared to you.",5
Well?,0
They're not even touching the lasagna!,3
Really?!,0
"Oh, they love your casserole.",1
Yes!!,1
"Well, everyone seems to be enjoying your dish.",1
And you?,2
I thought it was... quite tasty.,5
"So if everyone liked it, and you liked it, that would make this a success. Which would make you...",1
A bitch?,2
"Well, I was going for wrong, but we can use your word.",2
"Yes, well I was wrong, and I have to say you really impressed me today.",1
Wow!,1
"Umm, you might even say that she pulled a Monica. She doesn't know we switched it.",0
"And the next time you cater for me, there will be nothing but ice in the freezer.",0
"That really means a lot. Oh, and Mom, don't bite your nails.",5
Hello.,5
Hey!,0
"Hello, Chandler.",1
I love you.,1
Wh-what's going on?,1
Oh.,0
No he doesn't!,4
"Two hours, that lasted!",4
So did you break up with Joanna?,6
I think so.,2
"Well, it's good thing you got out when you did, before she blew up like that Vesuvius.",4
The volcano?,2
"Yeah. And speaking of volcanoes, man are they a violent igneous rock formation.",2
What?!,4
"Oh yeah, lava spewing, hot ash, of course some are dormant.",2
Why are you talking about volcanoes all of the sudden?,5
"Well, we can talk about something else. What do you want to talk about? Vivisection? The Vasdeferens? The Vietnam War?",2
Oh! Did anybody see that-that documentary on the Korean War?,6
"Oh, yeah. Yeah.",2
"Oh God, Korea is such a beautiful country.",0
With such a sad history.,2
Could there be more Kims?,2
Who's out there?,0
It's me! Good morning!,1
"Rachel, could you come in here for a moment, please?",0
"Yeah, sure. Umm, they didn't have poppy seed bagels, so I... Oh my word!",2
I seem to have had a slight office mishap. Could you please get the key off the back of the door for me.,0
"Oh, yeah! Yeah!",0
You tell your friend Chandler that we're definately broken up this time.,5
Okay.,0
"Hey! New wallet, huh?",1
"Yeah, it was time. The old condom ring in the leather just doesn't say 'cool' anymore.",0
Rachel!,3
What?,2
"Oh yeah, I know, but the garbage was full.",0
Have you ever taken out the trash?,3
"Well, I thought you liked doing it.",3
Third door on the left.,0
Right!,0
"Oh! Hey, Mr. Treeger.",1
Hey.,1
What are you doing?,5
Ummm. Oh! I'm sorry. It's a little old but...,6
No! You're clogging up the chute that I spent a half-hour unclogging!,6
I'm sorry. I didn't-I don't come in here a lot.,6
"Oh yeah, of course you don't!",0
No.,4
I didn't... I never said that.,3
"Okay, I'm sorry.",6
God! If you're gonna cry about it!,6
"Whoa-whoa, Treeger made you cry?",3
"All right that's it, school is in session!",3
My God! Is this a gym card?,1
"Oh yeah, gym member. I try to go four times a week, but I've missed the last 1200 times.",6
So why don't you quit?,0
Who is Maria?,0
"Oh Maria. You can't say no to her, she's like this lycra spandex covered gym...treat.",1
You need me to go down there with you and hold your hand?,4
No!,3
So you're strong enough to face her on your own?,0
"Oh no, you'll have to come.",0
"Tribbiani! Hold on, I'll get the plunger.",0
And tell him what?,0
Yeah. Well maybe you have heard about the Rent Stabilization Act of 1968!,3
I have actually not heard of that.,0
Why don't you tell me something I don't know!,3
"Whoa-whoa-whoa, hey! Now remember what we talked about, you gotta be strong.",5
Yes. Yes!,5
"One more time, ""Hey, don't you want a washboard stomach and rock hard pecs?""",5
No! I want a flabby gut and saggy man breasts!,5
Good! That's good!,1
Okay. I wanna quit the gym.,5
You wanna quit?,6
I wanna quit the gym.,5
You do realize that you won't have access to our new full service Swedish spa.,6
I wanna quit the gym.,5
"Okay, Dave in the membership office, handles quitters. Uh, excuse me, are you a member?",0
