label,text
exc,There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.
fru,We weren't in a good spot.
exc,"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?"
exc,"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second."
exc,"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that."
exc,It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.
exc,"They are swimming right now as if it's the only thing that matters.  It's- It's single mindedness with no mind, urgency that's pure urge. It's- They don't know what drives them.  They- They don't give any name or ask any question. They just turn as one and started to swim to the very point we are standing right now for a massive celebration of sex and death.  God, it's giving me goose bumps all over my hairs on my arm. popping up."
exc,"Well, So what do you think?"
fru,I am sorry.  It's just fish to me.
ang,"God damn it, Augie.  Why do you always ask things like that?  It's so insulting."
fru,I just had a different idea of what this evening is going to look like.
fru,"For heaven's sake Augie, grow up we are not going to see the grunions."
fru,We never do.  Have we ever?  We never have.
fru,"Twice is every time we tried, that's ever."
fru,"No, we won't.  Augie it's like waiting for Santa Claus to come.  I feel like I am going to spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up."
fru,"I did, I do want to see it.  I always want to see it, Augie."
fru,"For heaven's sake, this is not about fish."
sad,"Augie, do you remember the first time we came to see it?  It was about four years ago right after we got married and we thought I was pregnant."
sad,"We had a bottle of champagne but no glasses and you ask me to dance so we took off our shoes and while we were dancing, you said the most intimate things right in my ears so I could feel them as much as hear them."
hap,"And I remember thinking, Finally, finally.  I am as happy as I am supposed to be."
sad,"Dancing barefoot in the sand, drinking champagne from the bottle."
sad,I rather not remember some things.  I rather not hope for some things.
sad,No.
sad,No.
fru,No.
fru,No no.
fru,I want something to turn out the way it is suppose to turn out.
sad,This what?  What is this?  This isn't even anything.
sad,"Sure, this is standing.  This is waiting.  This is fighting."
sad,But this isn't anything like I thought it would be.
sad,"I mean it is just this , I mean it includes a lot and everything and you know it's the sand and it's the full moon and I just-I am sorry but I couldn't help wishing I was somewhere else."
sad,I didn't say that.
sad,"For heaven's sake Augie, wherever I am I always wanted to be with you."
sad,"Whatever I am doing, I wanted to be with you.  I mean you are probably the one who wishes you were with somebody else, somebody who didn't take everything so hard and who knows how to enjoy herself."
hap,Good.  So maybe we are on the wrong spot but we are with the right person.
hap,"Yes, I did notice that.  It does look really beautiful on the water.  The gold white moon."
hap,"No, I am beginning to think that maybe this is the spot after all."
exc,"Well, so?  What do you think?"
fru,What I was just saying.
neu,It certainly is not. It's slightly exaggerated scientific fact.
neu,"I am not the only one, look at all these people."
neu,"Carla, can I ask you a question?  Now don't be upset, are you having a period?"
fru,What's bugging you?
fru,"There's nothing to it.  We come down here.  The grunion arrives and they do their little fish thing.  And we say, Oh, wow.  Look at the little fish.  They go home, we go home."
fru,Why not?
fru,"We miss them twice, it's not ever."
neu,Well We will see them this year.
fru,I thought you wanted to see it.
fru,"It's just fish, it's nothing to get traumatize over."
fru,"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here."
neu,"Wait a minute, I got it."
exc,"Okay, all right I got it.  You wanted it to be like the other time, okay no problem. Listen, You want to dance?"
exc,You want me to go get some champagne?
exc,Take off our shoes?
fru,You want to get married again?
fru,What? What You want a divorce?
fru,"A vacation? A new carpet, a poodle?  A bag of ice cream, a suicide pack, what what Carla?  What the hell do you want?"
ang,What.  Welcome to the human race.
fru,"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us."
sad,"No, I know me either."
sad,Maybe if you are with somebody else too?
sad,"No, I know, but.  I know I don't make you happy."
hap,"Actually, now that you mention it.  No, I don't."
hap,I don't know.  Seems like a pretty good spot to me I mean look at the view of the moon you got from here.
hap,"Well, look what we have got here."
hap,"Shh, If we're very quiet, the fish might come."
hap,Or not.
exc,"Oh, it sent shivers up my spine."
exc,Behave exquisitely.
exc,"Yes, I shall probably do a Court Curtsey."
neu,The whole business is really rather ridiculous.
neu,Meaning exactly that.
neu,Who's they?
neu,"Well, what if-what happens when our love-"
neu,"Well, what if one of us dies, does the other laugh then?"
exc,Charles.  That was his name.  He did wriggle so beautifully.
exc,And then the manager came in and found us rolling around on the floor biting and scratching like panthers.
hap,"Oh, ridiculous. utterly ridiculous"
neu,You knew there was nothing.
exc,Good God.
exc,I wonder.
exc,Hello?  Hello?  What?  Wrong number.
exc,With the most perfect poise.
exc,"What does it all mean?  That's what I asked myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?"
exc,"All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light."
exc,Certainly you must.  We're figures of fun alright [LAUGHTER].
exc,Who knows?
exc,"No, that fire will fade along with our passion."
exc,It all depends on how well we played.
exc,"Yes, yes, with all his might."
exc,"No, no it isn't.  Death is very laughable.  Come such a cunning little mystery all done with mirrors."
exc,"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --"
exc,enjoy the party as long as we can like very little quite idiotic schoolchildren. [garbage] Let's savor the delight of the moment.
exc,"Darling, come here and kiss me before your body rots and worms pop in and out of your eye sockets."
exc,Do you remember that awful scene we had in Venice?
exc,The one where you bought that little painted wooden snake and put it on my bed.
exc,"Horrible thing, I hate it."
exc,How long did that row last?
exc,The worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.
exc,"Oh, that was quite a rouser, wasn't it?"
neu,"Oh, I didn't hit you very hard."
